record_id,title,priority,final_note,original_source,repository_source,source_sha256,source_bytes,source_lines,records_mapped_to_source,source_layout
648,Understanding GUI Agent Localization Biases through Logit Sharpness,P2,notes/papers/0648.md,S5/S5.5/P2/S5_5_P2_paper_first_detailed_markdown_notes/S5_5_P2_06_Understanding_GUI_Agent_Localization_Biases_through_Logit_Sharpness.md,notes/original_sources/S5/S5.5/P2/S5_5_P2_paper_first_detailed_markdown_notes/S5_5_P2_06_Understanding_GUI_Agent_Localization_Biases_through_Logit_Sharpness.md,34461ae8f36965e8ea42f137f0f3ecaf06373f4ab28755d4a8b577642b0c276d,7843,256,1,standalone
650,Just Do It!- Computer-Use Agents Exhibit Blind Goal-Directedness,P2,notes/papers/0650.md,S5/S5.5/P2/S5_5_P2/paper_first_notes/S5_5_P2_08_Just_Do_It_Computer-Use_Agents_Exhibit_Blind_Goal-Directedness.md,notes/original_sources/S5/S5.5/P2/S5_5_P2/paper_first_notes/S5_5_P2_08_Just_Do_It_Computer-Use_Agents_Exhibit_Blind_Goal-Directedness.md,c092597ba2fe666c9516ce87dcaec2a0f874a20be524cf3cac84b94605ce8bf1,7674,256,1,standalone
657,Reflection-Bench: Evaluating Epistemic Agency in Large Language Models,P3,notes/papers/0657.md,S5/S5.5/P3/S5_5_P3_deep_notes_merged.md,notes/original_sources/S5/S5.5/P3/S5_5_P3_deep_notes_merged.md,1fbb61c8e5c629c23762c5ceb7bbfcdb42577388038c4c8a5a0b25e604d96bb9,40734,724,2,shared/merged
659,Detecting Silent Failures in Multi-Agentic AI Trajectories,P3,notes/papers/0659.md,S5/S5.5/P3/S5_5_P3_deep_notes_merged.md,notes/original_sources/S5/S5.5/P3/S5_5_P3_deep_notes_merged.md,1fbb61c8e5c629c23762c5ceb7bbfcdb42577388038c4c8a5a0b25e604d96bb9,40734,724,2,shared/merged
661,AutoScraper- A Progressive Understanding Web Agent for Web Scraper Generation,P1,notes/papers/0661.md,S6/P1/S6_P1_deep_verified_markdowns_UPDATED_with_NEXT_EVAL/01 - 2024-09 - AutoScraper- A Progressive Understanding Web Agent for Web Scraper Generation.md,notes/original_sources/S6/P1/S6_P1_deep_verified_markdowns_UPDATED_with_NEXT_EVAL/01 - 2024-09 - AutoScraper- A Progressive Understanding Web Agent for Web Scraper Generation.md,50a0752701e386848a55196d12eafcf2d0147cb0e5fdde40438f613bc67711ed,7120,159,1,standalone
663,INFOGEN- An Agent-Based Framework for Web Information Aggregation,P1,notes/papers/0663.md,S6_global.md,notes/original_sources/S6_global.md,06878a8af3d596d4f7ea6b0048fd5692e0692b7474f917f0a01871740e990c70,254727,7224,1,standalone
666,"A Systematic Review of Web Scraping- Techniques, LLM-Enhanced Approaches, Performance Metrics, and Legal-Ethical Issues",P1,notes/papers/0666.md,S6/P1/S6_P1_deep_verified_markdowns_UPDATED_with_NEXT_EVAL/05 - 2025-09 - A Systematic Review of Web Scraping- Techniques LLM-Enhanced Approaches Performance Metrics and Legal-Ethical Issues.md,notes/original_sources/S6/P1/S6_P1_deep_verified_markdowns_UPDATED_with_NEXT_EVAL/05 - 2025-09 - A Systematic Review of Web Scraping- Techniques LLM-Enhanced Approaches Performance Metrics and Legal-Ethical Issues.md,3f487b46347e1d4d9407d3b0a5d767ce296f3467b660fd3dc66fd70309246703,6914,160,1,standalone
667,SCRIBES- Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,P1,notes/papers/0667.md,S6/P1/06 - 2025-10 - SCRIBES- Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning.md,notes/original_sources/S6/P1/06 - 2025-10 - SCRIBES- Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning.md,07adf01c7a25a772195b121332810ec6e413a81c9062ce8619acd37206fa6a8f,7028,160,1,standalone
671,"Automating Web Data Collection- Challenges, Solutions, and Python-Based Strategies for Effective Web Scraping",P2,notes/papers/0671.md,S6/P2/S6_P2_paper_first_detailed_markdown_notes/S6_P2_01_Automating_Web_Data_Collection_Challenges_Solutions_and_Python-Based_Strategies_for_Effective_Web_Scraping.md,notes/original_sources/S6/P2/S6_P2_paper_first_detailed_markdown_notes/S6_P2_01_Automating_Web_Data_Collection_Challenges_Solutions_and_Python-Based_Strategies_for_Effective_Web_Scraping.md,4894483fc272d918cbc6c0bafb64e761390a8b3523cdaf471aca5e6e47a4827e,8160,226,1,standalone
673,ProductAgent Benchmarking Conversational Product Search Agent with Asking Clarification Questions,P2,notes/papers/0673.md,S6/P2/S6_P2_merged.md,notes/original_sources/S6/P2/S6_P2_merged.md,17bdb187ce87fd6fd74437a8d0230cbd48dda23ba27b0a6189ffc2fcc167a1dd,252390,6711,2,shared/merged
675,OneKE A Dockerized Schema-Guided LLM Agent-based Knowledge Extraction System,P2,notes/papers/0675.md,S6/P2/S6_P2_merged.md,notes/original_sources/S6/P2/S6_P2_merged.md,17bdb187ce87fd6fd74437a8d0230cbd48dda23ba27b0a6189ffc2fcc167a1dd,252390,6711,2,shared/merged
684,Reagent: Converting Ordinary Webpages into Interactive Software Agents,P3,notes/papers/0684.md,S6/P3/S6_P3_deep_notes_merged.md,notes/original_sources/S6/P3/S6_P3_deep_notes_merged.md,e5374bb6545a8dbb49480b5cbfef8c919ae03f697a80765ae0a048dbca1a03f2,44106,715,6,shared/merged
685,"DataAgent: Evaluating Large Language Models' Ability to Answer Zero-Shot, Natural Language Queries",P3,notes/papers/0685.md,S6/P3/S6_P3_deep_notes_merged.md,notes/original_sources/S6/P3/S6_P3_deep_notes_merged.md,e5374bb6545a8dbb49480b5cbfef8c919ae03f697a80765ae0a048dbca1a03f2,44106,715,6,shared/merged
687,AutoDCWorkflow: LLM-based Data Cleaning Workflow Auto-Generation and Benchmark,P3,notes/papers/0687.md,S6/P3/S6_P3_deep_notes_merged.md,notes/original_sources/S6/P3/S6_P3_deep_notes_merged.md,e5374bb6545a8dbb49480b5cbfef8c919ae03f697a80765ae0a048dbca1a03f2,44106,715,6,shared/merged
688,DataLab: A Unified Platform for LLM-Powered Business Intelligence,P3,notes/papers/0688.md,S6/P3/S6_P3_deep_notes_merged.md,notes/original_sources/S6/P3/S6_P3_deep_notes_merged.md,e5374bb6545a8dbb49480b5cbfef8c919ae03f697a80765ae0a048dbca1a03f2,44106,715,6,shared/merged
690,AutoPrep: Natural Language Question-Aware Data Preparation with a Multi-Agent Framework,P3,notes/papers/0690.md,S6/P3/S6_P3_deep_notes_merged.md,notes/original_sources/S6/P3/S6_P3_deep_notes_merged.md,e5374bb6545a8dbb49480b5cbfef8c919ae03f697a80765ae0a048dbca1a03f2,44106,715,6,shared/merged
692,WiNELL: Wikipedia Never-Ending Updating with LLM Agents,P3,notes/papers/0692.md,S6/P3/S6_P3_deep_notes_merged.md,notes/original_sources/S6/P3/S6_P3_deep_notes_merged.md,e5374bb6545a8dbb49480b5cbfef8c919ae03f697a80765ae0a048dbca1a03f2,44106,715,6,shared/merged
695,InjecAgent Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,P1,notes/papers/0695.md,S7/P1/06 - InjecAgent- Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents.md,notes/original_sources/S7/P1/06 - InjecAgent- Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents.md,5eabbc8a6e118bdf5aef662aab28f05df6ede29253382562daf3744b6125e719,6270,173,1,standalone
697,AGENTPOISON- Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases,P1,notes/papers/0697.md,S7/P1/05 - AGENTPOISON- Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases.md,notes/original_sources/S7/P1/05 - AGENTPOISON- Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases.md,0f9786392ac47b4c6dd00f86ab918a8db0b04a5c81141fd704d6241bad9f226c,6470,173,1,standalone
699,AdvAgent Controllable Blackbox Red-teaming on Web Agents,P1,notes/papers/0699.md,S7_global.md,notes/original_sources/S7_global.md,773848479d07672c1df2477386ccff96d9636928aabc7acfdf2bfd81cab20b81,258966,7283,8,shared/merged
700,Attacking Vision-Language Computer Agents via Pop-ups,P1,notes/papers/0700.md,S7_global.md,notes/original_sources/S7_global.md,773848479d07672c1df2477386ccff96d9636928aabc7acfdf2bfd81cab20b81,258966,7283,8,shared/merged
702,EIA- Environmental Injection Attack on Generalist Web Agents for Privacy Leakage,P1,notes/papers/0702.md,S7/P1/12 - EIA- Environmental Injection Attack on Generalist Web Agents for Privacy Leakage.md,notes/original_sources/S7/P1/12 - EIA- Environmental Injection Attack on Generalist Web Agents for Privacy Leakage.md,93e54253edb3994c6a5af928d63a1f6ff781d4c7e605d2de161064d621a244f6,5904,173,1,standalone
703,SafeArena Evaluating the Safety of Autonomous Web Agents,P1,notes/papers/0703.md,S7_global.md,notes/original_sources/S7_global.md,773848479d07672c1df2477386ccff96d9636928aabc7acfdf2bfd81cab20b81,258966,7283,8,shared/merged
704,sudo rm -rf agentic_security,P1,notes/papers/0704.md,S7_global.md,notes/original_sources/S7_global.md,773848479d07672c1df2477386ccff96d9636928aabc7acfdf2bfd81cab20b81,258966,7283,8,shared/merged
708,RedTeamCUA Realistic Adversarial Testing of Computer-Use Agents in Hybrid Web-OS Environments,P1,notes/papers/0708.md,S7_global.md,notes/original_sources/S7_global.md,773848479d07672c1df2477386ccff96d9636928aabc7acfdf2bfd81cab20b81,258966,7283,8,shared/merged
709,WebInject Prompt Injection Attack to Web Agents,P1,notes/papers/0709.md,S7_global.md,notes/original_sources/S7_global.md,773848479d07672c1df2477386ccff96d9636928aabc7acfdf2bfd81cab20b81,258966,7283,8,shared/merged
713,VisualTrap A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation,P1,notes/papers/0713.md,S7/P1/27 - VisualTrap- A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation.md,notes/original_sources/S7/P1/27 - VisualTrap- A Stealthy Backdoor Attack on GUI Agents via Visual Grounding Manipulation.md,1079d9a47786bf05fbabe2f84b3d057b005331fd317a1944c569340923200917,6228,173,1,standalone
716,HackWorld- EVALUATING COMPUTER-USE AGENTS ON EXPLOITING WEB APPLICATION VULNERABILITIES,P1,notes/papers/0716.md,S7/P1/25 - HackWorld- Evaluating Computer-Use Agents on Exploiting Web Application Vulnerabilities.md,notes/original_sources/S7/P1/25 - HackWorld- Evaluating Computer-Use Agents on Exploiting Web Application Vulnerabilities.md,6653420b01d623215ed0173f617be5b9293fb2ee8a2a2927b908260fd089ea75,6492,173,1,standalone
717,Investigating the Impact of Dark Patterns on LLM-Based Web Agents,P1,notes/papers/0717.md,S7_global.md,notes/original_sources/S7_global.md,773848479d07672c1df2477386ccff96d9636928aabc7acfdf2bfd81cab20b81,258966,7283,8,shared/merged
718,WebCloak- Characterizing and Mitigating Threats from LLM-Driven Web Agents as Intelligent Scrapers,P1,notes/papers/0718.md,S7_global.md,notes/original_sources/S7_global.md,773848479d07672c1df2477386ccff96d9636928aabc7acfdf2bfd81cab20b81,258966,7283,8,shared/merged
728,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,P2,notes/papers/0728.md,S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_01_Identifying_the_Risks_of_LM_Agents_with_an_LM-Emulated_Sandbox_ToolEmu.md,notes/original_sources/S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_01_Identifying_the_Risks_of_LM_Agents_with_an_LM-Emulated_Sandbox_ToolEmu.md,1d49ee13dc6b041162ca1cb28cdf4df1ab4f3ada984bbc732b92e638e59a59e5,7988,257,1,standalone
733,Agent Smith A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,P2,notes/papers/0733.md,S7/P2/S7_P2_merged.md,notes/original_sources/S7/P2/S7_P2_merged.md,94c7f0222be9f71c41a71f3ac42491cc8704aefe1d6d9e95139a18fbf53e5a76,1320145,39743,2,shared/merged
737,Visibility into AI Agents,P2,notes/papers/0737.md,S7/P2/S7_P2/paper_first_notes/S7_P2_03_Visibility_into_AI_Agents.md,notes/original_sources/S7/P2/S7_P2/paper_first_notes/S7_P2_03_Visibility_into_AI_Agents.md,213fce4436a57abcc15fb66f3ec7f299d21edf596e39286937b1cc85046c1fb1,7537,257,1,standalone
744,Agent Security Bench (ASB)- Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,P2,notes/papers/0744.md,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_07_Agent_Security_Bench_ASB_Formalizing_and_Benchmarking_Attacks_and_Defenses_in_LLM-based_Agents.md,notes/original_sources/S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_07_Agent_Security_Bench_ASB_Formalizing_and_Benchmarking_Attacks_and_Defenses_in_LLM-based_Agents.md,3585652e702c9ae5a77a345837b5bc63e9edc5d4b50b3549ea86dedb1fedeaed,6522,213,1,standalone
745,HAICOSYSTEM- An Ecosystem for Sandboxing Safety Risks in Human-AI Interactions,P2,notes/papers/0745.md,S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_08_HAICOSYSTEM_An_Ecosystem_for_Sandboxing_Safety_Risks_in_Human-AI_Interactions.md,notes/original_sources/S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_08_HAICOSYSTEM_An_Ecosystem_for_Sandboxing_Safety_Risks_in_Human-AI_Interactions.md,3e1cd932b13930d006427d7e7e86a9a46099d2f46a0d075f6bfa4e4485147ceb,7956,257,1,standalone
746,Multimodal Situational Safety,P2,notes/papers/0746.md,S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_09_Multimodal_Situational_Safety.md,notes/original_sources/S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_09_Multimodal_Situational_Safety.md,9e29ebed91f5c0dd5d5d0f24e54e1f1fc246f1b9c2a75dcc64a40ce7d6387933,7610,257,1,standalone
747,Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,P2,notes/papers/0747.md,S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_10_Watch_Out_for_Your_Agents_Investigating_Backdoor_Threats_to_LLM-Based_Agents.md,notes/original_sources/S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_10_Watch_Out_for_Your_Agents_Investigating_Backdoor_Threats_to_LLM-Based_Agents.md,77e06d6dab06af67216efb16b70053c9b1beee4e900456de5a9636d0c5ee753c,7721,257,1,standalone
748,AgentHarm A Benchmark for Measuring Harmfulness of LLM Agents,P2,notes/papers/0748.md,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_11_AgentHarm_A_Benchmark_for_Measuring_Harmfulness_of_LLM_Agents.md,notes/original_sources/S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_11_AgentHarm_A_Benchmark_for_Measuring_Harmfulness_of_LLM_Agents.md,08b197f30bba70f5e97d8a2f3ed0dd189e936988b6015071b3a6a86e304cb8ef,6269,213,1,standalone
750,MobileSafetyBench Evaluating Safety of Autonomous Agents in Mobile Device Control,P2,notes/papers/0750.md,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_12_MobileSafetyBench_Evaluating_Safety_of_Autonomous_Agents_in_Mobile_Device_Control.md,notes/original_sources/S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_12_MobileSafetyBench_Evaluating_Safety_of_Autonomous_Agents_in_Mobile_Device_Control.md,9e503a6cff4289dde4adbde0007f941a6b38fe1b88505cca0910a6163558b21f,6533,213,1,standalone
757,Evaluating the Robustness of Multimodal Agents Against Active Environmental Injection Attacks,P2,notes/papers/0757.md,S7/P2/S7_P2/paper_first_notes/S7_P2_18_Evaluating_the_Robustness_of_Multimodal_Agents_Against_Active_Environmental_Injection_Attacks.md,notes/original_sources/S7/P2/S7_P2/paper_first_notes/S7_P2_18_Evaluating_the_Robustness_of_Multimodal_Agents_Against_Active_Environmental_Injection_Attacks.md,d1a0d76572a58bac560d146bad41dcf7a9463d6d6c6ba99e0584a71d02f36a7c,8021,257,1,standalone
759,A Practical Memory Injection Attack against LLM Agents,P2,notes/papers/0759.md,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_20_A_Practical_Memory_Injection_Attack_against_LLM_Agents_MINJA.md,notes/original_sources/S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_20_A_Practical_Memory_Injection_Attack_against_LLM_Agents_MINJA.md,edbb34266c986b30bba8a81da1501263007a90b2a20b4505e2b3b5c37d1f74ad,6377,213,1,standalone
761,Towards Trustworthy GUI Agents- A Survey,P2,notes/papers/0761.md,S7/P2/S7_P2/paper_first_notes/S7_P2_21_Towards_Trustworthy_GUI_Agents_A_Survey.md,notes/original_sources/S7/P2/S7_P2/paper_first_notes/S7_P2_21_Towards_Trustworthy_GUI_Agents_A_Survey.md,b4c4933361d765d4c0d2f021699d53ed64e0942c88f8db8ee0f4871e8999c24c,7813,257,1,standalone
762,AgentSpec Customizable Runtime Enforcement for Safe and Reliable LLM Agents,P2,notes/papers/0762.md,S7/P2/S7_P2/paper_first_notes/S7_P2_22_AgentSpec_Customizable_Runtime_Enforcement_for_Safe_and_Reliable_LLM_Agents.md,notes/original_sources/S7/P2/S7_P2/paper_first_notes/S7_P2_22_AgentSpec_Customizable_Runtime_Enforcement_for_Safe_and_Reliable_LLM_Agents.md,22243bb6366c16ea56e1a23e93e59c11b544c5a15170fb18be422409dd6ae52a,8008,257,1,standalone
764,VeriSafe Agent Safeguarding Mobile GUI Agent via Logic-based Action Verification,P2,notes/papers/0764.md,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_23_VeriSafe_Agent_Safeguarding_Mobile_GUI_Agent_via_Logic-based_Action_Verification.md,notes/original_sources/S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_23_VeriSafe_Agent_Safeguarding_Mobile_GUI_Agent_via_Logic-based_Action_Verification.md,f5cd8eaf25969bf5040419d483e2968a92d79fa1cd9ea9c8c10503a354f4b3bc,6610,213,1,standalone
770,Hidden Ghost Hand Unveiling Backdoor Vulnerabilities in MLLM-Powered Mobile GUI Agents,P2,notes/papers/0770.md,S7/P2/S7_P2/paper_first_notes/S7_P2_30_Hidden_Ghost_Hand_Unveiling_Backdoor_Vulnerabilities_in_MLLM-Powered_Mobile_GUI_Agents.md,notes/original_sources/S7/P2/S7_P2/paper_first_notes/S7_P2_30_Hidden_Ghost_Hand_Unveiling_Backdoor_Vulnerabilities_in_MLLM-Powered_Mobile_GUI_Agents.md,04059b638d636df7f087df09ae0b0ab803aa4febf7bb5e96d3db0eeaa650a1a8,7874,257,1,standalone
771,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,P2,notes/papers/0771.md,S7/P2/S7_P2_merged.md,notes/original_sources/S7/P2/S7_P2_merged.md,94c7f0222be9f71c41a71f3ac42491cc8704aefe1d6d9e95139a18fbf53e5a76,1320145,39743,2,shared/merged
772,Tool Preferences in Agentic LLMs are Unreliable,P2,notes/papers/0772.md,S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_32_Tool_Preferences_in_Agentic_LLMs_are_Unreliable.md,notes/original_sources/S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_32_Tool_Preferences_in_Agentic_LLMs_are_Unreliable.md,fdeb894dbf080e8d0034ab21df089aa00e42ff985454d7d21b7e8a0e9222853f,7924,257,1,standalone
773,AgentAuditor- Human-Level Safety and Security Evaluation for LLM Agents,P2,notes/papers/0773.md,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_33_AgentAuditor_Human-Level_Safety_and_Security_Evaluation_for_LLM_Agents.md,notes/original_sources/S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_33_AgentAuditor_Human-Level_Safety_and_Security_Evaluation_for_LLM_Agents.md,c8cbec2aba315ef47cf3cb92749665b521316c6eac717ab78cfae39780bec2d7,6541,213,1,standalone
774,From Prompt Injections to Protocol Exploits- Threats in LLM-Powered AI Agents Workflows,P2,notes/papers/0774.md,S7/P2/S7_P2/paper_first_notes/S7_P2_34_From_Prompt_Injections_to_Protocol_Exploits_Threats_in_LLM-Powered_AI_Agents_Workflows.md,notes/original_sources/S7/P2/S7_P2/paper_first_notes/S7_P2_34_From_Prompt_Injections_to_Protocol_Exploits_Threats_in_LLM-Powered_AI_Agents_Workflows.md,fd063971519f9faf8dd8228bfdd9289e36200d3ca8a9973f89e5f26d4142c024,8316,257,1,standalone
777,Demonstrations of Integrity Attacks in Multi-Agent Systems,P2,notes/papers/0777.md,S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_37_Demonstrations_of_Integrity_Attacks_in_Multi-Agent_Systems.md,notes/original_sources/S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_37_Demonstrations_of_Integrity_Attacks_in_Multi-Agent_Systems.md,e663fda13fb0aeda57a19e8a0abf89908df3ebc98cc1a8a61756088fc2117fef,7920,257,1,standalone
778,Effective Red-Teaming of Policy-Adherent Agents,P2,notes/papers/0778.md,S7/P2/S7_P2/paper_first_notes/S7_P2_38_Effective_Red-Teaming_of_Policy-Adherent_Agents.md,notes/original_sources/S7/P2/S7_P2/paper_first_notes/S7_P2_38_Effective_Red-Teaming_of_Policy-Adherent_Agents.md,03c898d2eb39c5c3ceb7b0b4b0f5f55d40b3464a07f7cca5f36c590159b35a2c,7809,257,1,standalone
779,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,P2,notes/papers/0779.md,S7/P2/S7_P2/paper_first_notes/S7_P2_39_Simple_Prompt_Injection_Attacks_Can_Leak_Personal_Data_Observed_by_LLM_Agents_During_Task_Execution.md,notes/original_sources/S7/P2/S7_P2/paper_first_notes/S7_P2_39_Simple_Prompt_Injection_Attacks_Can_Leak_Personal_Data_Observed_by_LLM_Agents_During_Task_Execution.md,ff96a380f3d23d585010abfa031c71b0874d98e65982fc566186d896033dfcdc,8310,257,1,standalone
780,Reliable Weak-to-Strong Monitoring of LLM Agents,P2,notes/papers/0780.md,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_40_Reliable_Weak-to-Strong_Monitoring_of_LLM_Agents.md,notes/original_sources/S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_40_Reliable_Weak-to-Strong_Monitoring_of_LLM_Agents.md,a7f611fb9f08678dd68ff2b6f01035014c135f725f70bf77c485d30ec7ee42a0,6472,213,1,standalone
782,"Model Context Protocol -MCP- Landscape, Security Threats, and Future Research Directions",P2,notes/papers/0782.md,S7/P2/S7_P2/paper_first_notes/S7_P2_42_Model_Context_Protocol_MCP_Landscape_Security_Threats_and_Future_Research_Directions.md,notes/original_sources/S7/P2/S7_P2/paper_first_notes/S7_P2_42_Model_Context_Protocol_MCP_Landscape_Security_Threats_and_Future_Research_Directions.md,27ca05d454b421dc0eda860104e9d74cb457cb1487893e79d47cb9ff16270cb2,7909,257,1,standalone
783,AprielGuard,P2,notes/papers/0783.md,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_43_AprielGuard.md,notes/original_sources/S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_43_AprielGuard.md,e23517c21253ecd54a3fede4d83a6e08ab527d9a62031e45a3cc51e3508aa955,6286,213,1,standalone
784,LLM Agents for Automated Web Vulnerability Reproduction- Are We There Yet,P2,notes/papers/0784.md,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_44_LLM_Agents_for_Automated_Web_Vulnerability_Reproduction_Are_We_There_Yet.md,notes/original_sources/S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_44_LLM_Agents_for_Automated_Web_Vulnerability_Reproduction_Are_We_There_Yet.md,d8019572aeffb56429500636289242f6c6162e4989974d8f32d52a3d6994e39b,6747,213,1,standalone
785,Web Fraud Attacks Against LLM-Driven Multi-Agent Systems,P2,notes/papers/0785.md,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_45_Web_Fraud_Attacks_Against_LLM-Driven_Multi-Agent_Systems.md,notes/original_sources/S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_45_Web_Fraud_Attacks_Against_LLM-Driven_Multi-Agent_Systems.md,292bf71ca9652b190ba75587aa7b2439455ced0c5bc17271fe31a2e19708407f,6379,213,1,standalone
786,SMCP- Secure Model Context Protocol,P2,notes/papers/0786.md,S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_26_SMCP_Secure_Model_Context_Protocol.md,notes/original_sources/S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_26_SMCP_Secure_Model_Context_Protocol.md,95171d175046c061054155dedee9003b2bfd4ce6276c2b1376678842834cb171,7775,257,1,standalone
787,MCP SECURITY BENCH (MSB)- BENCHMARKING ATTACKS AGAINST MODEL CONTEXT PROTOCOL IN LLM AGENTS,P2,notes/papers/0787.md,S7/P2/S7_P2/paper_first_notes/S7_P2_46_MCP_Security_Bench_MSB_Benchmarking_Attacks_Against_Model_Context_Protocol_in_LLM_Agents.md,notes/original_sources/S7/P2/S7_P2/paper_first_notes/S7_P2_46_MCP_Security_Bench_MSB_Benchmarking_Attacks_Against_Model_Context_Protocol_in_LLM_Agents.md,774ae5572ef274ed0a4841530d3e83323f74404656c21640da6c27046e6ea079,8093,258,1,standalone
788,ADAM- A Systematic Data Extraction Attack on Agent Memory via Adaptive Querying,P2,notes/papers/0788.md,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_48_ADAM_A_Systematic_Data_Extraction_Attack_on_Agent_Memory_via_Adaptive_Querying.md,notes/original_sources/S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_48_ADAM_A_Systematic_Data_Extraction_Attack_on_Agent_Memory_via_Adaptive_Querying.md,f791dd6d87883c5f60bd0576b0dd9714a93bbaf43d2732f66976341467d59edf,6769,213,1,standalone
789,SnapGuard- Lightweight Prompt Injection Detection for Screenshot-Based Web Agents,P2,notes/papers/0789.md,S7/P2/S7_P2/paper_first_notes/S7_P2_47_SnapGuard_Lightweight_Prompt_Injection_Detection_for_Screenshot-Based_Web_Agents.md,notes/original_sources/S7/P2/S7_P2/paper_first_notes/S7_P2_47_SnapGuard_Lightweight_Prompt_Injection_Detection_for_Screenshot-Based_Web_Agents.md,3673e2afc2f33e0de7ef33b2c89838aeb865d4c1435fb99f125e8db5dafcb047,8426,258,1,standalone
790,Emergent and Predictable Memorization in Large Language Models,P3,notes/papers/0790.md,S7/P3/S7_P3_deep_notes_merged.md,notes/original_sources/S7/P3/S7_P3_deep_notes_merged.md,ae7ad8968fbf5a992f4cab3ff346035835c7c9df6581d3d7517c846aada1458c,47018,876,3,shared/merged
791,Foundational Challenges in Assuring Alignment and Safety of Large Language Models,P3,notes/papers/0791.md,S7/P3/S7_P3_deep_notes_merged.md,notes/original_sources/S7/P3/S7_P3_deep_notes_merged.md,ae7ad8968fbf5a992f4cab3ff346035835c7c9df6581d3d7517c846aada1458c,47018,876,3,shared/merged
