record_id,title,section,priority,initial_note_quality,audit_computed_source_quality,source_match_score,original_note_source,content_provenance,note_file,full_text_status,full_text_basis,pdf_pages,pdf_sha256,title_similarity,review_standard,claim_use_status
75,Language Agent Tree Search Unifies Reasoning Acting and Planning in Language Models,S3,P1,A,A,1.000,S3_global.md,current-cycle full-text remediation and verification of historical note,notes/papers/0075.md,current-cycle full text independently read and title-checked from the ICML/arXiv HTML version,"Full paper; MCTS/LATS algorithm, value/reflection, HotPotQA, HumanEval/MBPP, WebShop, Game of 24, ablations, cost, limitations, impact, environments and prompts reviewed",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
76,A Survey on Large Language Model based Autonomous Agents,S3,P1,A,A,1.000,S3/P1/2025-03 - A Survey on Large Language Model based Autonomous Agents.md,current-cycle full-text remediation and verification of historical note,notes/papers/0076.md,current-cycle full text independently read and title-checked from the journal/arXiv version,"Full survey; construction taxonomy, profiling/memory/planning/action, capability acquisition, applications, evaluation, 100-work corpus, challenges and conclusion reviewed",,,,Deep critical analysis and detailed notes,paper-specific note ready for synthesis
78,Self-Refine: Iterative Refinement with Self-Feedback,S3,P2,C,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes/S3_P2_006_Self-Refine_Iterative_Refinement_with_Self-Feedback.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0078.md,current-cycle full text independently read and title-checked from the NeurIPS paper,"Full paper; self-feedback/refinement loop, seven tasks, human/automatic evaluations, iteration analyses, components, failures and limitations reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
79,ART: Automatic Multi-step Reasoning and Tool-use for Large Language Models,S3,P2,C,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_007_ART_Automatic_Multi-step_Reasoning_and_Tool-use_for_Large_Language_Models.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0079.md,current-cycle full text independently read and title-checked from the complete paper,"Full paper; task-library retrieval, reasoning programs, tool interception, BIG-Bench/MMLU transfer, tool ablations, human editing and errors reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
80,HuggingGPT: Solving AI Tasks with ChatGPT and its Friends in Hugging Face,S3,P2,C,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes/S3_P2_004_HuggingGPT_Solving_AI_Tasks_with_ChatGPT_and_its_Friends_in_Hugging_Face.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0080.md,current-cycle full text independently read and title-checked from the complete paper,"Full paper; task planning, model selection, execution, response synthesis, Hugging Face tool orchestration, multimodal evaluation and limitations reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
84,ViperGPT: Visual Inference via Python Execution for Reasoning,S3,P2,C,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_011_ViperGPT_Visual_Inference_via_Python_Execution_for_Reasoning.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0084.md,current-cycle full text independently read and title-checked from the ICCV paper,"Full paper; Python program generation, API/module composition, visual QA/grounding tasks, benchmark comparisons, qualitative programs and failures reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
85,API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs,S3,P2,C,A,1.000,S3/P2/S3_P2_merged.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0085.md,current-cycle full text independently read and title-checked from the EMNLP paper,"Full paper; runnable API environment, planning/retrieval/calling evaluations, dialogue sets, Lynx training, baselines and error analysis reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
86,Generative Agents: Interactive Simulacra of Human Behavior,S3,P2,C,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes/S3_P2_013_Generative_Agents_Interactive_Simulacra_of_Human_Behavior.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0086.md,current-cycle full text independently read and title-checked from the UIST paper,"Full paper; memory stream, retrieval, reflection, planning, 25-agent Smallville deployment, ablations and human evaluation reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
89,Chameleon: Plug-and-Play Compositional Reasoning with Large Language Models,S3,P2,C,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes/S3_P2_015_Chameleon_Plug-and-Play_Compositional_Reasoning_with_Large_Language_Models.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0089.md,current-cycle full text independently read and title-checked from the complete paper,"Full paper; LLM planner, module library, ScienceQA/TabMWP programs, tool-selection analysis, planner comparison, ablations and limitations reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
92,Gorilla: Large Language Model Connected with Massive APIs,S3,P2,C,A,1.000,S3/P2/S3_P2_merged.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0092.md,current-cycle full text independently read and title-checked from the NeurIPS/arXiv paper,"Full paper; APIBench, retrieval-aware training, API-call generation, hallucination/functionality metrics, retriever variants and document-change tests reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
94,Large Language Models as Tool Makers,S3,P2,C,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes/S3_P2_020_Large_Language_Models_as_Tool_Makers.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0094.md,current-cycle full text independently read and title-checked from the complete paper,"Full paper; LATM tool making/use, caching, reasoning experiments, strong-maker/weak-user cost split, validation and failures reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
95,MemoryBank: Enhancing Large Language Models with Long-Term Memory,S3,P2,C,A,1.000,S3/P2/S3_P2_merged.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0095.md,current-cycle full text independently read and title-checked from the AAAI paper,"Full paper; persistent memory, retrieval/update, forgetting, SiliconFriend, simulated/real dialogue evaluation and limitations reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
96,Reasoning with Language Model is Planning with World Model,S3,P2,C,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes/S3_P2_022_Reasoning_with_Language_Model_is_Planning_with_World_Model.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0096.md,current-cycle full text independently read and title-checked from the EMNLP paper,"Full paper; RAP/MCTS, LLM agent/world-model roles, rewards, planning/math/logical experiments, ablations and limitations reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
98,ToolLLM: Facilitating Large Language Models to Master 16000+ Real-World APIs,S3,P2,C,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes/S3_P2_024_ToolLLM_Facilitating_Large_Language_Models_to_Master_16000_Real-world_APIs.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0098.md,current-cycle full text independently read and title-checked from the complete ToolLLM paper,"Full paper; RapidAPI collection, ToolBench, DFSDT, API retrieval, ToolLLaMA training, ToolEval, main/OOD results and appendices reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
102,ExpeL: LLM Agents Are Experiential Learners,S3,P2,C,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes/S3_P2_028_ExpeL_LLM_Agents_Are_Experiential_Learners.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0102.md,current-cycle full text independently read and title-checked from the AAAI paper,"Full paper; experience gathering, insight extraction, trajectory retrieval, HotpotQA/ALFWorld/WebShop, component studies, transfer and Reflexion comparison reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
103,MetaGPT: Meta Programming for A Multi-Agent Collaborative Framework,S3,P2,C,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes/S3_P2_029_MetaGPT_Meta_Programming_for_A_Multi-Agent_Collaborative_Framework.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0103.md,current-cycle full text independently read and title-checked from the complete paper,"Full paper; SOP encoding, role specialization, shared environment, software artifacts, HumanEval/MBPP/SoftwareDev, feedback ablations and cost reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
114,An LLM Compiler for Parallel Function Calling,S3,P2,C,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_040_An_LLM_Compiler_for_Parallel_Function_Calling.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0114.md,current-cycle full text independently read and title-checked from the ICML/PMLR paper,"Full paper; planner DAGs, task fetching, parallel execution, multi-tool evaluation, latency/cost/accuracy comparisons, ablations and failures reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
115,"Large Language Model based Multi-Agents- A Survey of Progress and Challenges Taicheng Guo1 , Xiuying Chen2 , Yaqi Wang3∗, Ruidi Chang , Shichao Pei4 ,",S3,P2,B,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes/S3_P2_042_Large_Language_Model_based_Multi-Agents_A_Survey_of_Progress_and_Challenges.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0115.md,current-cycle full text independently read and title-checked from the IJCAI survey,"Full survey; environments, agent profiling, communication structures, capability acquisition, benchmark inventory and challenges reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
119,Executable Code Actions Elicit Better LLM Agents,S3,P2,C,A,1.000,S3/P2/S3_P2_revised_paper_first_detailed_markdown_notes_all/S3_P2_045_Executable_Code_Actions_Elicit_Better_LLM_Agents.md,current-cycle full-text remediation replacing templated historical note,notes/papers/0119.md,current-cycle full text independently read and title-checked from the ICML/PMLR paper,"Full paper; executable code action space, 17-LLM comparison, tool/embodied evaluation, CodeActInstruct, fine-tuning, analyses and limitations reviewed",,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note ready for synthesis
