record_id,title,register_status,register_venue,register_identifier,found_title,found_venue,found_type,found_year,found_doi,openalex_id,title_match,VERDICT,notes
81,Language Models can Solve Computer Tasks,Preprint/technical report,arXiv / preprint,,Language Models can Solve Computer Tasks,arXiv (Cornell University),preprint,2023,10.48550/arxiv.2303.17491,https://openalex.org/W4361866080,1.0,OK,both treat it as preprint
82,MM-REACT Prompting ChatGPT for Multimodal Reasoning and Action,Preprint/technical report,arXiv / preprint,,MM-REACT: Prompting ChatGPT for Multimodal Reasoning and Action,arXiv (Cornell University),preprint,2023,10.48550/arxiv.2303.11381,https://openalex.org/W4353113046,1.0,OK,both treat it as preprint
83,TaskMatrix.AI Completing Tasks by Connecting Foundation Models with Millions of APIs,Preprint/technical report,arXiv / Microsoft technical report,,TaskMatrix.AI: Completing Tasks by Connecting Foundation Models with Millions of APIs,Intelligent Computing,article,2023,10.34133/icomputing.0063,https://openalex.org/W4388626886,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Intelligent Computing'
84,ViperGPT: Visual Inference via Python Execution for Reasoning,Archival published,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.01092,ViperGPT: Visual Inference via Python Execution for Reasoning,,conference-paper,2023,10.1109/iccv51070.2023.01092,https://openalex.org/W4390872747,1.0,DOWNGRADE,register says 'Archival published' but external source shows preprint/no venue (none)
85,API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs,Archival published,EMNLP 2023,https://doi.org/10.18653/v1/2023.emnlp-main.187,API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs,,conference-paper,2023,10.18653/v1/2023.emnlp-main.187,https://openalex.org/W4389518608,1.0,DOWNGRADE,register says 'Archival published' but external source shows preprint/no venue (none)
86,Generative Agents: Interactive Simulacra of Human Behavior,Archival published,UIST 2023,https://doi.org/10.1145/3586183.3606763,Generative Agents: Interactive Simulacra of Human Behavior,,conference-paper,2023,10.1145/3586183.3606763,https://openalex.org/W4387835442,1.0,DOWNGRADE,register says 'Archival published' but external source shows preprint/no venue (none)
87,LLM+P: Empowering Large Language Models with Optimal Planning Proficiency,Preprint/technical report,arXiv / planning preprint,,LLM+P: Empowering Large Language Models with Optimal Planning Proficiency,arXiv (Cornell University),preprint,2023,10.48550/arxiv.2304.11477,https://openalex.org/W4366999541,1.0,OK,both treat it as preprint
89,Chameleon: Plug-and-Play Compositional Reasoning with Large Language Models,Archival published,NeurIPS 2023,https://proceedings.neurips.cc/paper_files/paper/2023/hash/871ed095b734818cfba48db6aeb25a62-Abstract-Conference.html,Chameleon: Plug-and-Play Compositional Reasoning with Large Language Models,arXiv (Cornell University),preprint,2023,10.48550/arxiv.2304.09842,https://openalex.org/W4366566341,1.0,DOWNGRADE,register says 'Archival published' but external source shows preprint/no venue (arXiv (Cornell University))
90,Tool Learning with Foundation Models,Preprint/technical report,arXiv / survey,,Tool Learning with Foundation Models,ACM Computing Surveys,article,2024,10.1145/3704435,https://openalex.org/W4404594861,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'ACM Computing Surveys'
91,AdaPlanner Adaptive Planning from Feedback with Language Models,Preprint/technical report,arXiv / preprint,,AdaPlanner: Adaptive Planning from Feedback with Language Models,arXiv (Cornell University),preprint,2023,10.48550/arxiv.2305.16653,https://openalex.org/W4378715768,1.0,OK,both treat it as preprint
92,Gorilla: Large Language Model Connected with Massive APIs,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2024/hash/e4c61f578ff07830f5c37378dd3ecb0d-Abstract-Conference.html,Gorilla: Large Language Model Connected with Massive APIs,arXiv (Cornell University),preprint,2023,10.48550/arxiv.2305.15334,https://openalex.org/W4378474282,1.0,DOWNGRADE,register says 'Archival published' but external source shows preprint/no venue (arXiv (Cornell University))
93,Interactive Natural Language Processing,Preprint/technical report,arXiv / survey-style paper,,Interactive Natural Language Processing,arXiv (Cornell University),preprint,2023,10.48550/arxiv.2305.13246,https://openalex.org/W4377865309,1.0,OK,both treat it as preprint
94,Large Language Models as Tool Makers,Archival published,The Twelfth International Conference on Learning Representations (ICLR 2024),https://openreview.net/forum?id=qV83K9d5WB,Large Language Models as Tool Makers,arXiv (Cornell University),preprint,2023,10.48550/arxiv.2305.17126,https://openalex.org/W4378718568,1.0,DOWNGRADE,register says 'Archival published' but external source shows preprint/no venue (arXiv (Cornell University))
95,MemoryBank: Enhancing Large Language Models with Long-Term Memory,Archival published,"Proceedings of the AAAI Conference on Artificial Intelligence, 38(17), 19724-19731",https://doi.org/10.1609/aaai.v38i17.29946,MemoryBank: Enhancing Large Language Models with Long-Term Memory,Proceedings of the AAAI Conference on Artificial Intelligence,conference-paper,2024,10.1609/aaai.v38i17.29946,https://openalex.org/W4393147158,1.0,OK,
96,Reasoning with Language Model is Planning with World Model,Archival published,"Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing, pages 8154-8173",https://doi.org/10.18653/v1/2023.emnlp-main.507,Reasoning with Language Model is Planning with World Model,,conference-paper,2023,10.18653/v1/2023.emnlp-main.507,https://openalex.org/W4389520747,1.0,DOWNGRADE,register says 'Archival published' but external source shows preprint/no venue (none)
97,RestGPT Connecting Large Language Models with Real-World RESTful APIs,Preprint/technical report,arXiv / preprint,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
98,ToolLLM: Facilitating Large Language Models to Master 16000+ Real-World APIs,Archival published,The Twelfth International Conference on Learning Representations (ICLR 2024),https://openreview.net/forum?id=dHng2O0Jjr,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
99,AutoDroid: LLM-powered Task Automation in Android,Preprint/technical report,arXiv / preprint,,AutoDroid: LLM-powered Task Automation in Android,Proceedings of the 30th Annual International Conference on Mobile Computing and Networking,proceedings-article,2024,10.1145/3636534.3649379,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Proceedings of the 30th Annual International Conference on Mobile Computing and Networking'
100,Tool Documentation Enables Zero-Shot Tool-Usage with Large Language Models,Preprint/technical report,arXiv / preprint,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
101,AutoGen Enabling Next-Gen LLM Applications via Multi-Agent Conversation,Preprint/technical report,arXiv preprint arXiv:2308.08155,arXiv:2308.08155,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
102,ExpeL: LLM Agents Are Experiential Learners,Archival published,"Proceedings of the AAAI Conference on Artificial Intelligence, 38(17), 19632-19642",https://doi.org/10.1609/aaai.v38i17.29936,ExpeL: LLM Agents Are Experiential Learners,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2024,10.1609/aaai.v38i17.29936,,1.0,OK,
103,MetaGPT: Meta Programming for A Multi-Agent Collaborative Framework,Archival published,"The Twelfth International Conference on Learning Representations (ICLR 2024), Oral",https://openreview.net/forum?id=VtmBAGCN7o,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
104,Retroformer Retrospective Large Language Agents with Policy Gradient Optimization,Preprint/technical report,arXiv / preprint,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
105,An In-depth Survey of Large Language Model-based Artificial Intelligence Agents,Preprint/technical report,arXiv / survey,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
106,Agents An Open-source Framework for Autonomous Language Agents,Preprint/technical report,arXiv / software framework paper,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
107,AgentTuning Enabling Generalized Agent Abilities for LLMs,Unconfirmed,ACL 2024 / Findings-style venue likely; verify before final citation,,AgentTuning: Enabling Generalized Agent Abilities for LLMs,Findings of the Association for Computational Linguistics ACL 2024,proceedings-article,2024,10.18653/v1/2024.findings-acl.181,,1.0,UPGRADE,register says 'Unconfirmed' but external source shows published in 'Findings of the Association for Computational Linguistics ACL 2024'
108,FireAct Toward Language Agent Fine-tuning,Preprint/technical report,arXiv / preprint,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
109,MemGPT Towards LLMs as Operating Systems,Preprint/technical report,arXiv preprint arXiv:2310.08560,arXiv:2310.08560,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
110,OpenAgents An Open Platform for Language Agents in the Wild,Unconfirmed,EMNLP 2024 demo/system track likely; verify before final citation,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
111,TaskWeaver: A Code-First Agent Framework,Preprint/technical report,arXiv / Microsoft technical report,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
112,ADaPT As-Needed Decomposition and Planning with Language Models,Preprint/technical report,arXiv / preprint,,ADaPT: As-Needed Decomposition and Planning with Language Models,Findings of the Association for Computational Linguistics: NAACL 2024,proceedings-article,2024,10.18653/v1/2024.findings-naacl.264,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Findings of the Association for Computational Linguistics: NAACL 2024'
113,Agent Lumos Unified and Modular Training for Open-Source Language Agents,Preprint/technical report,arXiv / preprint,,Agent Lumos: Unified and Modular Training for Open-Source Language Agents,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2024,10.18653/v1/2024.acl-long.670,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
114,An LLM Compiler for Parallel Function Calling,Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 24370-24391",https://proceedings.mlr.press/v235/kim24y.html,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
115,"Large Language Model based Multi-Agents: A Survey of Progress and Challenges Taicheng Guo1 , Xiuying Chen2 , Yaqi Wang3∗, Ruidi Chang , Shichao Pei4 ,",Archival published,"IJCAI 2024 (Survey Track), pp. 8048–8057",https://doi.org/10.24963/ijcai.2024/890; 2402.01680,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
116,"LLMs Can’t Plan, But Can Help Planning in LLM-Modulo Frameworks",Preprint/technical report,arXiv / preprint,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
117,On the Self-Verification Limitations of Large Language Models on Reasoning and Planning Tasks,Preprint/technical report,arXiv / preprint,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
118,PreAct: Predicting Future in ReAct Enhances Agent’s Planning Ability,Preprint/technical report,arXiv / preprint,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
119,Executable Code Actions Elicit Better LLM Agents,Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 50208-50232",https://proceedings.mlr.press/v235/wang24h.html,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
120,OS-Copilot Towards Generalist Computer Agents with Self-Improvement,Preprint/technical report,arXiv / preprint,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
121,UFO A UI-Focused Agent for Windows OS Interaction,Preprint/technical report,arXiv / Microsoft technical report,,UFO: A UI-Focused Agent for Windows OS Interaction,Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.naacl-long.26,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers)'
