record_id,title,year,venue,publication_status,status_category,existing_identifier,existing_archival_doi,doi_final,doi_status,doi_source,verification_url,crossref_title,crossref_score,crossref_type,crossref_year,openalex_title,openalex_score,manual_decision,notes
115,"Large Language Model based Multi-Agents- A Survey of Progress and Challenges Taicheng Guo1 , Xiuying Chen2 , Yaqi Wang3∗, Ruidi Chang , Shichao Pei4 ,",2024,IJCAI 2024 Survey Track,Published,Archival published,https://doi.org/10.24963/ijcai.2024/890,10.24963/ijcai.2024/890,10.24963/ijcai.2024/890,verified_archival_doi_manual,Crossref direct DOI validation,https://doi.org/10.24963/ijcai.2024/890,Large Language Model Based Multi-agents: A Survey of Progress and Challenges,0.6465,proceedings-article,2024,,,doi,Official IJCAI proceedings DOI; accepted despite noisy title text in the source register.
119,Executable Code Actions Elicit Better LLM Agents,2024,"Proceedings of the 41st International Conference on Machine Learning, PMLR 235",Published,Archival published,https://proceedings.mlr.press/v235/wang24h.html,,,verified_no_archival_doi_expected_for_venue,,,CLMC: Code-Level Metacognition for LLM Agents,0.4970,proceedings-article,2025,Executable Code Actions Elicit Better LLM Agents,1.0400,,
125,Graph of Thoughts: Solving Elaborate Problems with Large Language Models,2024,"Proceedings of the AAAI Conference on Artificial Intelligence, volume 38, issue 16, pages 17682–17690",Published,Archival published,https://doi.org/10.1609/aaai.v38i16.29720,10.1609/aaai.v38i16.29720,10.1609/aaai.v38i16.29720,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1609/aaai.v38i16.29720,Graph of Thoughts: Solving Elaborate Problems with Large Language Models,1.0000,journal-article,2024,,,,
131,SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering,2024,Advances in Neural Information Processing Systems 37 (NeurIPS 2024),Published,Archival published,https://proceedings.neurips.cc/paper_files/paper/2024/hash/5a7c947568c1b11d7d4a2c5b9b3f9e7f-Abstract-Conference.html,,10.52202/079017-1601,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/079017-1601,SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering,1.0400,proceedings-article,2024,SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering,1.0400,,
147,PlanGenLLMs- A Modern Survey of LLM Planning Capabilities,2025,Proceedings of ACL (Long Papers),Published,Archival published,https://doi.org/10.18653/v1/2025.acl-long.958,10.18653/v1/2025.acl-long.958,10.18653/v1/2025.acl-long.958,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.acl-long.958,PlanGenLLMs: A Modern Survey of LLM Planning Capabilities,1.0000,proceedings-article,2025,,,,
157,ReflAct World-Grounded Decision Making in LLM Agents via Goal-State Reflection,2025,Proceedings of EMNLP,Published,Archival published,arXiv:2505.15182,,10.18653/v1/2025.emnlp-main.1697,added_verified_archival_doi_crossref_openalex,Crossref + OpenAlex exact-title search,https://doi.org/10.18653/v1/2025.emnlp-main.1697,ReflAct: World-Grounded Decision Making in LLM Agents via Goal-State Reflection,1.0400,proceedings-article,2025,ReflAct: World-Grounded Decision Making in LLM Agents via Goal-State Reflection,1.0400,,
162,OS Agents- A Survey on MLLM-based Agents for General Computing Devices Use,2025,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Published,Archival published,https://aclanthology.org/2025.acl-long.369/,,10.18653/v1/2025.acl-long.369,verified_archival_doi_manual,ACL Anthology and Crossref,https://doi.org/10.18653/v1/2025.acl-long.369,"OS Agents: A Survey on MLLM-based Agents for Computer, Phone and Browser Use",0.7098,proceedings-article,2025,,,doi,Archival ACL version. Replaces the non-archival Preprints.org DOI returned by title-only search.
173,From language to action- a review of large language models as autonomous agents and tool users,2026,Artificial Intelligence Review,Published,Archival published,https://doi.org/10.1007/s10462-025-11190-1,10.1007/s10462-025-11190-1,10.1007/s10462-025-11471-9,added_verified_archival_doi_crossref_openalex,Crossref + OpenAlex exact-title search,https://doi.org/10.1007/s10462-025-11471-9,From language to action: a review of large language models as autonomous agents and tool users,1.0400,journal-article,2026,From language to action: a review of large language models as autonomous agents and tool users,1.0400,,Existing DOI resolved but had low title match (0.332); searched by title instead.
175,A Survey on the Optimization of Large Language Model-based agents,2026,ACM Computing Surveys,Published,Archival published,https://doi.org/10.1145/3789261,10.1145/3789261,10.1145/3789261,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3789261,A Survey on the Optimization of Large Language Model-based Agents,1.0000,journal-article,2026,,,,
176,PlanBench An Extensible Benchmark for Evaluating Large Language Models on Planning and Reasoning about Change,2023,"NeurIPS 2023 Datasets & Benchmarks Track (NeurIPS vol. 36, pp. 38975–38987)",Published,Archival published,proceedings.neurips.cc hash 7a92bcdede88c7afd108072faf5485c8; 2206.10498,,10.52202/075280-1693,added_verified_archival_doi_crossref_openalex,Crossref + OpenAlex exact-title search,https://doi.org/10.52202/075280-1693,PlanBench: An Extensible Benchmark for Evaluating Large Language Models on Planning and Reasoning about Change,1.0400,proceedings-article,2023,PlanBench: An Extensible Benchmark for Evaluating Large Language Models on Planning and Reasoning about Change,1.0400,,
181,Knowledge-enhanced Agents for Interactive Text Games,2023,"K-CAP '23: Proceedings of the 12th Knowledge Capture Conference, pages 157-165",Published,Archival published,https://doi.org/10.1145/3587259.3627561,10.1145/3587259.3627561,10.1145/3587259.3627561,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3587259.3627561,Knowledge-enhanced Agents for Interactive Text Games,1.0000,proceedings-article,2023,,,,
182,Language Models Meet World Models: Embodied Experiences Enhance Language Models,2023,"Advances in Neural Information Processing Systems 36 (NeurIPS 2023), Main Conference Track",Published,Archival published,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ee6630dcbcff857026e474fc857aa9f0-Abstract-Conference.html,,10.52202/075280-3295,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/075280-3295,Language Models Meet World Models: Embodied Experiences Enhance Language Models,1.0400,proceedings-article,2023,Language Models Meet World Models: Embodied Experiences Enhance Language Models,1.0400,,
183,Automatically Correcting Large Language Models: Surveying the Landscape of Diverse Automated Correction Strategies,2024,"Transactions of the Association for Computational Linguistics, Volume 12, pages 484-506",Published,Archival published,https://doi.org/10.1162/tacl_a_00660,10.1162/tacl_a_00660,10.1162/tacl_a_00660,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1162/tacl_a_00660,"Automatically Correcting Large Language Models:
                    <i>Surveying the Landscape of Diverse Automated Correction Strategies</i>",0.9637,journal-article,2024,,,,
186,CRAFT: Customizing LLMs by Creating and Retrieving from Specialized Toolsets,2024,ICLR 2024,Published,Archival published,https://openreview.net/forum?id=G0vdDSt9XM,,,verified_no_archival_doi_expected_for_venue,,,Customizing LLMs and Their Output,0.4284,other,2024,CRAFT: Customizing LLMs by Creating and Retrieving from Specialized Toolsets,1.0200,,
187,AdaRefiner: Refining Decisions of Language Models with Adaptive Feedback,2024,"Findings of the Association for Computational Linguistics: NAACL 2024, pages 782-799",Published,Archival published,https://doi.org/10.18653/v1/2024.findings-naacl.50,10.18653/v1/2024.findings-naacl.50,10.18653/v1/2024.findings-naacl.50,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.findings-naacl.50,AdaRefiner: Refining Decisions of Language Models with Adaptive Feedback,1.0000,proceedings-article,2024,,,,
188,AlphaZero-Like Tree-Search can Guide Large Language Model Decoding and Training,2024,"Proceedings of the 41st International Conference on Machine Learning, PMLR 235",Published,Archival published,https://proceedings.mlr.press/v235/wan24c.html,,,verified_no_archival_doi_expected_for_venue,,,Optimizing Tree Search Algorithms for Large Language Model (LLM) Training,0.5559,posted-content,2026,Alphazero-like Tree-Search can Guide Large Language Model Decoding and Training,1.0200,,
189,AutoAgents: A Framework for Automatic Agent Generation,2024,Proceedings of the Thirty-Third International Joint Conference on Artificial Intelligence (IJCAI-24),Published,Archival published,https://www.ijcai.org/proceedings/2024/0003,,10.24963/ijcai.2024/3,verified_archival_doi_manual,Crossref direct DOI validation,https://doi.org/10.24963/ijcai.2024/3,AutoAgents: A Framework for Automatic Agent Generation,1.0000,proceedings-article,2024,,,doi,Official IJCAI proceedings DOI derived from the official proceedings record and validated in Crossref.
190,Corex: Pushing the Boundaries of Complex Reasoning through Multi-Model Collaboration,2024,COLM 2024,Published,Archival published,https://openreview.net/forum?id=7BCmIWVT0V,,,verified_no_archival_doi_expected_for_venue,,,Pushing Boundaries,0.3353,book-chapter,2024,Corex: Pushing the Boundaries of Complex Reasoning through Multi-Model Collaboration,1.0200,,
191,L2MAC: Large Language Model Automatic Computer for Extensive Code Generation,2024,ICLR 2024,Published,Archival published,https://openreview.net/forum?id=EhrzQwsV4K,,,verified_no_archival_doi_expected_for_venue,,,A Large Language Model-based System for Automatic Medical NLP Code Generation,0.5995,book-chapter,2026,L2MAC: Large Language Model Automatic Computer for Extensive Code Generation,1.0200,,
192,Lemur: Harmonizing Natural Language and Code for Language Agents,2024,ICLR 2024,Published,Archival published,https://openreview.net/forum?id=hNhwSmtXRh,,,verified_no_archival_doi_expected_for_venue,,,Benchmarking Natural Language Database Conversational Agents,0.5076,book-chapter,2026,Lemur: Harmonizing Natural Language and Code for Language Agents,1.0200,,
193,LLaMA-Rider: Spurring Large Language Models to Explore the Open World,2024,"Findings of the Association for Computational Linguistics: NAACL 2024, pages 4705-4724",Published,Archival published,https://doi.org/10.18653/v1/2024.findings-naacl.292,10.18653/v1/2024.findings-naacl.292,10.18653/v1/2024.findings-naacl.292,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.findings-naacl.292,LLaMA-Rider: Spurring Large Language Models to Explore the Open World,1.0000,proceedings-article,2024,,,,
194,Automating the Generation of Prompts for LLM-based Action Choice in PDDL Planning,2025,"Proceedings of the 35th International Conference on Automated Planning and Scheduling (ICAPS 2025), volume 35, issue 1, pages 250-259",Published,Archival published,https://doi.org/10.1609/icaps.v35i1.36126,10.1609/icaps.v35i1.36126,10.1609/icaps.v35i1.36126,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1609/icaps.v35i1.36126,Automating the Generation of Prompts for LLM-based Action Choice in PDDL Planning,1.0000,journal-article,2025,,,,
196,JARVIS-1: Open-World Multi-Task Agents With Memory-Augmented Multimodal Language Models,2025,"IEEE Transactions on Pattern Analysis and Machine Intelligence, volume 47, issue 3, pages 1894-1907",Published,Archival published,https://doi.org/10.1109/TPAMI.2024.3511593,10.1109/tpami.2024.3511593,10.1109/tpami.2024.3511593,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1109/tpami.2024.3511593,"<b>JARVIS</b>
                    -1: Open-World Multi-Task Agents With Memory-Augmented Multimodal Language Models",0.9602,journal-article,2025,,,,
198,"A Survey on LLM-Based Multi-Agent Systems: Workflow, Infrastructure, and Challenges",2024,"Vicinagearth, volume 1, article 9",Published,Archival published,https://doi.org/10.1007/s44336-024-00009-2,10.1007/s44336-024-00009-2,10.1007/s44336-024-00009-2,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1007/s44336-024-00009-2,"A survey on LLM-based multi-agent systems: workflow, infrastructure, and challenges",1.0000,journal-article,2024,,,,
200,Self-Discover- Large Language Models Self-Compose Reasoning Structures,2024,NeurIPS 2024 (Main Conf. Track),Published,Archival published,https://openreview.net/forum?id=BROvXhmzYK; 2402.03620,,10.52202/079017-4004,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/079017-4004,SELF-DISCOVER: Large Language Models Self-Compose Reasoning Structures,1.0400,proceedings-article,2024,Self-Discover: Large Language Models Self-Compose Reasoning Structures,1.0400,,
201,"Position: Towards Unified Alignment Between Agents, Humans, and Environment",2024,ICML 2024 / PMLR 235,Published,Archival published,https://proceedings.mlr.press/v235/yang24p.html,,,verified_no_archival_doi_expected_for_venue,,,Clover: Towards A Unified Video-Language Alignment and Fusion Model,0.4619,proceedings-article,2023,A survey on large language model based autonomous agents,0.2739,,
202,A Human-Inspired Reading Agent with Gist Memory of Very Long Contexts,2024,"Proceedings of the 41st International Conference on Machine Learning, PMLR 235",Published,Archival published,https://proceedings.mlr.press/v235/lee24c.html,,,verified_no_archival_doi_expected_for_venue,,,HiDReader: Human-Inspired Document Reading Agent via Reinforcement Learning,0.4460,book-chapter,2026,A Human-Inspired Reading Agent with Gist Memory of Very Long Contexts,1.0400,,
203,When is Tree Search Useful for LLM Planning? It Depends on the Discriminator,2024,"Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 2024), Long Papers, pages 13659–13678",Published,Archival published,https://doi.org/10.18653/v1/2024.acl-long.738,10.18653/v1/2024.acl-long.738,10.18653/v1/2024.acl-long.738,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.acl-long.738,When is Tree Search Useful for LLM Planning? It Depends on the Discriminator,1.0000,proceedings-article,2024,,,,
204,"WorldCoder, a Model-Based LLM Agent: Building World Models by Writing Code and Interacting with the Environment",2024,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",Published,Archival published,https://proceedings.neurips.cc/paper_files/paper/2024/hash/820c61a0cd419163ccbd2c33b268816e-Abstract-Conference.html,,10.52202/079017-2243,added_verified_archival_doi_crossref_openalex,Crossref + OpenAlex exact-title search,https://doi.org/10.52202/079017-2243,"WorldCoder, a Model-Based LLM Agent: Building World Models by Writing Code and Interacting with the Environment",1.0400,proceedings-article,2024,"WorldCoder, a Model-Based LLM Agent: Building World Models by Writing Code and Interacting with the Environment",1.0400,,
