adjudication_batch,record_id,title,machine_verdict,decision,final_status,final_venue,final_identifier,evidence_url,evidence_note,adjudicated_by,adjudicated_at,corpus_action
A3_upgrades,134,Mobile-Agent-v2 Mobile Device Operation Assistant with Effective Navigation via Multi-Agent Collaboration,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Advances in Neural Information Processing Systems 37,https://doi.org/10.52202/079017-0088,https://doi.org/10.52202/079017-0088,"Exact/near-exact title match with a strong archival DOI and archival container 'Advances in Neural Information Processing Systems 37', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A3_upgrades,135,AppWorld A Controllable World of Apps and People for Benchmarking Interactive Coding Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2024.acl-long.850,https://doi.org/10.18653/v1/2024.acl-long.850,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Unconfirmed' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A3_upgrades,137,Recursive Introspection Teaching Language Model Agents How to Self-Improve,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Advances in Neural Information Processing Systems 37,https://doi.org/10.52202/079017-1754,https://doi.org/10.52202/079017-1754,"Exact/near-exact title match with a strong archival DOI and archival container 'Advances in Neural Information Processing Systems 37', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A3_upgrades,141,xLAM A Family of Large Action Models to Empower AI Agent Systems,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers),https://doi.org/10.18653/v1/2025.naacl-long.578,https://doi.org/10.18653/v1/2025.naacl-long.578,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B2_NO_MATCH,146,Agentic Reasoning: Reasoning LLMs with Tools for the Deep Research,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2502.04644,https://arxiv.org/abs/2502.04644,Exact arXiv record located; no final archival venue found in targeted review as of 2026-09-13.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv 2502.04644
C1_suspicious_OK_PREPRINT,149,"Agentic Large Language Models, a survey",OK_PREPRINT,SET_ARCHIVAL_PUBLISHED_JAIR,Archival published,Journal of Artificial Intelligence Research,https://doi.org/10.1613/jair.1.18675,https://dblp.org/rec/journals/jair/PlaatDSPPB25.html,"DBLP records the exact work as a 2025 Journal of Artificial Intelligence Research article, volume 84, DOI 10.1613/JAIR.1.18675. The preprint-only register status is outdated.",ChatGPT-assisted manual evidence review,2026-09-13,set Archival published; venue JAIR; DOI 10.1613/jair.1.18675
B2_NO_MATCH,150,API Agents vs. GUI Agents: Divergence and Convergence,NO_MATCH,SET_WORKSHOP_NON_ARCHIVAL,Workshop/non-archival,ICML 2025 Workshop on Computer Use Agents,https://arxiv.org/abs/2503.11069,https://www.microsoft.com/en-us/research/publication/api-agents-vs-gui-agents-divergence-and-convergence/,Microsoft Research explicitly lists the paper at the ICML 2025 Workshop on Computer Use Agents.,ChatGPT-assisted manual evidence review,2026-09-13,set Workshop/non-archival; add arXiv and workshop evidence
B2_NO_MATCH,152,Advances and Challenges in Foundation Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2504.01990,https://arxiv.org/abs/2504.01990,Exact arXiv record located; no final archival venue found in targeted review as of 2026-09-13.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv 2504.01990
A3_upgrades,156,LLM-Based Human-Agent Collaboration and Interaction Systems A Survey,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.18653/v1/2026.findings-acl.1811,https://doi.org/10.18653/v1/2026.findings-acl.1811,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: ACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B2_NO_MATCH,158,Deep Research Agents: A Systematic Examination And Roadmap,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2506.18096,https://arxiv.org/abs/2506.18096,Exact arXiv record located; no final archival venue found in targeted review as of 2026-09-13.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv 2506.18096
A3_upgrades,159,MMSearch-R1: Incentivizing LMMs to Search,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2026.acl-long.114,https://doi.org/10.18653/v1/2026.acl-long.114,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B1_remainder,162,OS Agents: A Survey on MLLM-based Agents for General Computing Devices Use,DOWNGRADE,RETAIN_ARCHIVAL_CORRECT_TITLE_IDENTIFIER,Archival published,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://aclanthology.org/2025.acl-long.369/,https://aclanthology.org/2025.acl-long.369/,"ACL Anthology lists the final paper as “OS Agents: A Survey on MLLM-based Agents for Computer, Phone and Browser Use,” DOI 10.18653/v1/2025.acl-long.369.",ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; update final title and ACL identifier
B2_NO_MATCH,165,Beyond Pipelines: A Survey of the Paradigm Shift toward Model-Native Agentic AI,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2510.16720,https://arxiv.org/abs/2510.16720,Exact arXiv record located; no final archival venue found in targeted review as of 2026-09-13.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv 2510.16720
B2_NO_MATCH,166,Experience-Driven Exploration for Efficient API-Free AI Agents,NO_MATCH,RETAIN_PREPRINT_ICLR_UNDER_REVIEW,Preprint/technical report,arXiv / ICLR 2026 submission under review,https://arxiv.org/abs/2510.15259,https://arxiv.org/abs/2510.15259,"Exact arXiv record located. The located ICLR 2026 OpenReview manuscript is marked under review, so no final archival acceptance is asserted.",ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv 2510.15259
A3_upgrades,167,Memory as Action: Autonomous Context Curation for Long-Horizon Agentic Tasks,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.18653/v1/2026.findings-acl.956,https://doi.org/10.18653/v1/2026.findings-acl.956,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: ACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B1_remainder,169,"Large Language Model Agents: A Comprehensive Survey on Architectures, Capabilities, and Applications",DOWNGRADE,SET_PREPRINT_ONLY,Preprint/technical report,Preprints.org,https://www.preprints.org/manuscript/202512.2119,https://www.preprints.org/manuscript/202512.2119,Preprints.org explicitly labels the latest version as a preprint and not peer-reviewed; no later archival publication was located.,ChatGPT-assisted manual evidence review,2026-09-13,set preprint/technical report; set Preprints.org venue/identifier
B2_NO_MATCH,170,"Memory in the Age of AI Agents: A Survey Forms, Functions and Dynamics",NO_MATCH,RETAIN_PREPRINT_NO_FINAL_VENUE,Preprint/technical report,arXiv / manuscript,https://arxiv.org/abs/2512.13564,https://openreview.net/pdf/180d26775b5edf368b1aea4bcf724855acc29c14.pdf,"A manuscript is available on OpenReview, but no final archival venue label was found in targeted review.",ChatGPT-assisted manual evidence review,2026-09-13,retain preprint
B2_NO_MATCH,172,"AI Agent Systems: Architectures, Applications, and Evaluation",NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2601.01743,https://arxiv.org/abs/2601.01743,Exact arXiv record located; no final archival venue found in targeted review as of 2026-09-13.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv 2601.01743
B2_NO_MATCH,174,"Toward Efficient Agents: Memory, Tool learning, and Planning",NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2601.14192,https://arxiv.org/abs/2601.14192,Exact arXiv record located; no final archival venue found in targeted review as of 2026-09-13.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv 2601.14192
A1,175,A Survey on the Optimization of Large Language Model-based Agents,VENUE_MISMATCH,RETAIN_ARCHIVAL_CORRECT_VENUE,Archival published,ACM Computing Surveys,https://doi.org/10.1145/3789261,https://doi.org/10.1145/3789261,Crossref/OpenAlex identify the exact article as an ACM Computing Surveys journal article with DOI 10.1145/3789261. The register's generic 'ACM-style journal article / arXiv version' should be replaced by the actual journal title.,ChatGPT-assisted manual evidence review,2026-09-13,keep status; set venue ACM Computing Surveys; set DOI identifier
A2_openreview,186,CRAFT: Customizing LLMs by Creating and Retrieving from Specialized Toolsets,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_OPENREVIEW,Archival published,ICLR 2024,https://openreview.net/forum?id=G0vdDSt9XM,https://openreview.net/pdf?id=G0vdDSt9XM,Official OpenReview PDF states 'Published as a conference paper at ICLR 2024'. Automated downgrade is false.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; normalize venue to ICLR 2024
A2_official_proceedings,188,AlphaZero-Like Tree-Search can Guide Large Language Model Decoding and Training,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PROCEEDINGS,Archival published,"Proceedings of the 41st International Conference on Machine Learning, PMLR 235",https://proceedings.mlr.press/v235/wan24c.html,https://proceedings.mlr.press/v235/wan24c.html,Official PMLR proceedings page confirms the exact paper as an ICML 2024 publication. Automated downgrade is false.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; retain PMLR identifier
B1_remainder,189,AutoAgents: A Framework for Automatic Agent Generation,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_IJCAI,Archival published,Proceedings of the Thirty-Third International Joint Conference on Artificial Intelligence (IJCAI-24),https://www.ijcai.org/proceedings/2024/0003,https://www.ijcai.org/proceedings/2024/0003,"Official IJCAI proceedings list AutoAgents, pages 22–30, DOI 10.24963/ijcai.2024/3.",ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; retain IJCAI DOI
A2_openreview,190,Corex: Pushing the Boundaries of Complex Reasoning through Multi-Model Collaboration,DOWNGRADE,SET_ARCHIVAL_PUBLISHED,Archival published,COLM 2024,https://openreview.net/forum?id=7BCmIWVT0V,https://openreview.net/attachment?id=7BCmIWVT0V&name=pdf,Official OpenReview PDF states 'Published as a conference paper at COLM 2024'. The earlier accepted status can be finalized as published.,ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; retain COLM 2024 venue and identifier
A2_openreview,191,L2MAC: Large Language Model Automatic Computer for Extensive Code Generation,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_OPENREVIEW,Archival published,ICLR 2024,https://openreview.net/forum?id=EhrzQwsV4K,https://openreview.net/pdf?id=EhrzQwsV4K,Official OpenReview PDF states 'Published as a conference paper at ICLR 2024'. Automated downgrade is false.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; normalize venue to ICLR 2024
A2_openreview,192,Lemur: Harmonizing Natural Language and Code for Language Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_OPENREVIEW,Archival published,ICLR 2024,https://openreview.net/forum?id=hNhwSmtXRh,https://openreview.net/pdf?id=hNhwSmtXRh,Official OpenReview PDF states 'Published as a conference paper at ICLR 2024'; DBLP also indexes it as ICLR 2024.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; normalize venue to ICLR 2024
