record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
64,PRefLexOR: Preference-based Recursive Language Modeling for Exploratory Optimization of Reasoning and Agentic Thinking,Archival published,"npj Artificial Intelligence, Volume 1, Article 4",https://doi.org/10.1038/s44387-025-00003-z,crossref:doi,1.0,PRefLexOR: preference-based recursive language modeling for exploratory optimization of reasoning and agentic thinking,npj Artificial Intelligence,journal-article,2025,10.1038/s44387-025-00003-z,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='npj Artificial Intelligence' | crossref:doi: crossref type=journal-article venue='npj Artificial Intelligence',OK_ARCHIVAL,
65,Benchmarking Multimodal Retrieval Augmented Generation with Dynamic VQA Dataset and Self-Adaptive Planning Agent,Archival accepted,International Conference on Learning Representations (ICLR 2025),https://openreview.net/forum?id=VvDEuyVXkG,openalex:title,1.0,Benchmarking Multimodal Retrieval Augmented Generation with Dynamic VQA Dataset and Self-adaptive Planning Agent,,preprint,2024,10.48550/arxiv.2411.02937,https://openalex.org/W4404354192,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
67,DeepSeek-R1 Thoughtology: Let’s -think: about LLM reasoning,Preprint/technical report,,2504.07128,datacite:arxiv,1.0,DeepSeek-R1 Thoughtology: Let's think about LLM Reasoning,arXiv,Preprint,2025,10.48550/arxiv.2504.07128,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.07128,OK_PREPRINT,
68,ReAct: Synergizing Reasoning and Acting in Language Models,Archival published,International Conference on Learning Representations,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
70,Toolformer: Language Models Can Teach Themselves to Use Tools,Archival published,Advances in NeurIPS,,crossref:title,1.0,Toolformer: Language Models Can Teach Themselves to Use Tools,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-2997,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 68539-68551 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',OK_ARCHIVAL,
71,MRKL Systems A modular neuro-symbolic architecture that combines large language models external knowledge sources and discrete reasoning,Preprint/technical report,arXiv preprint arXiv:2205.00445,https://doi.org/10.48550/arXiv.2205.00445,datacite:arxiv,1.0,"MRKL Systems: A modular, neuro-symbolic architecture that combines large language models, external knowledge sources and discrete reasoning",arXiv,Preprint,2022,10.48550/arxiv.2205.00445,,datacite:arxiv | openalex:doi | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2205.00445,OK_PREPRINT,
72,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,Preprint/technical report,arXiv preprint arXiv:2305.10601,https://doi.org/10.48550/arXiv.2305.10601,crossref:title,1.0,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-0517,,datacite:arxiv | openalex:doi | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 11809-11822 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Advances in Neural Information Processing Systems 36'
73,Cognitive Architectures for Language Agents,Archival published,TMLR,arXiv:2309.02427,datacite:arxiv,1.0,Cognitive Architectures for Language Agents,arXiv,Preprint,2023,10.48550/arxiv.2309.02427,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2309.02427,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
74,The Rise and Potential of Large Language Model Based Agents A Survey,Archival published,Sci. China Inf. Sci.,https://doi.org/10.1007/s11432-024-4222-0,crossref:doi,1.0,The rise and potential of large language model based agents: a survey,Science China Information Sciences,journal-article,2025,10.1007/s11432-024-4222-0,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='Science China Information Sciences' | openalex:doi: DOI prefix 10.1007 (Springer) | crossref:doi: crossref type=journal-article venue='Science China Information Sciences',OK_ARCHIVAL,
75,Language Agent Tree Search Unifies Reasoning Acting and Planning in Language Models,Archival published,Proceedings of ICML,,openalex:title,1.0,Language Agent Tree Search Unifies Reasoning Acting and Planning in Language Models,,preprint,2023,10.48550/arxiv.2310.04406,https://openalex.org/W4389422760,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
76,A Survey on Large Language Model based Autonomous Agents,Archival published,Front. Comput. Sci.,https://doi.org/10.1007/s11704-024-40231-1,crossref:doi,1.0,A survey on large language model based autonomous agents,Frontiers of Computer Science,journal-article,2024,10.1007/s11704-024-40231-1,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='Frontiers of Computer Science' | openalex:doi: DOI prefix 10.1007 (Springer) | crossref:doi: crossref type=journal-article venue='Frontiers of Computer Science',OK_ARCHIVAL,
77,TALM Tool Augmented Language Models,Preprint/technical report,arXiv / preprint,,openalex:title,1.0,TALM: Tool Augmented Language Models,,preprint,2022,10.48550/arxiv.2205.12255,https://openalex.org/W4281557623,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
78,Self-Refine: Iterative Refinement with Self-Feedback,Archival published,NeurIPS 2023,https://proceedings.neurips.cc/paper_files/paper/2023/hash/91edff07232fb1b55a505a9e9f6c0ff3-Abstract-Conference.html,crossref:title,1.0,Self-Refine: Iterative Refinement with Self-Feedback,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-2019,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 46534-46594 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',OK_ARCHIVAL,
79,ART: Automatic Multi-step Reasoning and Tool-use for Large Language Models,Archival published,EMNLP 2023,https://doi.org/10.18653/v1/2023.emnlp-main.190,openalex:title,1.0,ART: Automatic multi-step reasoning and tool-use for large language models,,preprint,2023,10.48550/arxiv.2303.09014,https://openalex.org/W4327810433,openalex:title,1,0,0,openalex:doi: title mismatch 0.426 -> Evaluating Large Language Models on Controlled Generation Tasks | crossref:doi: title mismatch 0.426 -> Evaluating Large Language Models on Controlled Generation Tasks,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
80,HuggingGPT: Solving AI Tasks with ChatGPT and its Friends in Hugging Face,Archival published,NeurIPS 2023,https://proceedings.neurips.cc/paper_files/paper/2023/hash/77c33e6a367922d003ff102ffb92b658-Abstract-Conference.html,crossref:title,1.0,HuggingGPT: Solving AI Tasks with ChatGPT and its Friends in Hugging Face,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-1657,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 38154-38180 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',OK_ARCHIVAL,
81,Language Models can Solve Computer Tasks,Preprint/technical report,arXiv / preprint,,crossref:title,1.0,Language Models can Solve Computer Tasks,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-1723,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 39648-39677 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Advances in Neural Information Processing Systems 36'
82,MM-REACT Prompting ChatGPT for Multimodal Reasoning and Action,Preprint/technical report,arXiv / preprint,,openalex:title,1.0,MM-REACT: Prompting ChatGPT for Multimodal Reasoning and Action,,preprint,2023,10.48550/arxiv.2303.11381,https://openalex.org/W4353113046,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
83,TaskMatrix.AI Completing Tasks by Connecting Foundation Models with Millions of APIs,Preprint/technical report,arXiv / Microsoft technical report,,crossref:title,1.0,TaskMatrix.AI: Completing Tasks by Connecting Foundation Models with Millions of APIs,Intelligent Computing,journal-article,2024,10.34133/icomputing.0063,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: location[journal]='Intelligent Computing' | crossref:title: crossref type=journal-article venue='Intelligent Computing',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Intelligent Computing'
84,ViperGPT: Visual Inference via Python Execution for Reasoning,Archival published,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.01092,crossref:doi,1.0,ViperGPT: Visual Inference via Python Execution for Reasoning,2023 IEEE/CVF International Conference on Computer Vision (ICCV),proceedings-article,2023,10.1109/iccv51070.2023.01092,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.1109 (IEEE) | openalex:doi: pages 11854-11864 | crossref:doi: crossref type=proceedings-article venue='2023 IEEE/CVF International Conference on Computer Vision (ICCV)',OK_ARCHIVAL,
85,API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs,Archival published,EMNLP 2023,https://doi.org/10.18653/v1/2023.emnlp-main.187,crossref:doi,1.0,API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2023,10.18653/v1/2023.emnlp-main.187,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 3102-3116 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing',OK_ARCHIVAL,
86,Generative Agents: Interactive Simulacra of Human Behavior,Archival published,UIST 2023,https://doi.org/10.1145/3586183.3606763,crossref:doi,1.0,Generative Agents: Interactive Simulacra of Human Behavior,Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology,proceedings-article,2023,10.1145/3586183.3606763,,openalex:doi | crossref:doi | openalex:title | openalex:title | crossref:title,5,4,4,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 1-22 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology' | openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 1-22 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology',VENUE_MISMATCH,register 'UIST 2023' vs external archival venues ['Proceedings of the 36th Annual ACM Symposium on User Interface Software and Technology']
89,Chameleon: Plug-and-Play Compositional Reasoning with Large Language Models,Archival published,NeurIPS 2023,https://proceedings.neurips.cc/paper_files/paper/2023/hash/871ed095b734818cfba48db6aeb25a62-Abstract-Conference.html,crossref:title,1.0,Chameleon: Plug-and-Play Compositional Reasoning with Large Language Models,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-1882,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 43447-43478 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',OK_ARCHIVAL,
90,Tool Learning with Foundation Models,Preprint/technical report,arXiv / survey,,openalex:title,1.0,Tool Learning with Foundation Models,ACM Computing Surveys,article,2024,10.1145/3704435,https://openalex.org/W4404594861,openalex:title | openalex:title,2,1,0,,openalex:title: location[journal]='ACM Computing Surveys' | openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 1-40,OK_PREPRINT,uncorroborated OpenAlex-only archival signal ignored pending manual verification: ACM Computing Surveys
91,AdaPlanner Adaptive Planning from Feedback with Language Models,Preprint/technical report,arXiv / preprint,,crossref:title,1.0,AdaPlanner: Adaptive Planning from Feedback with Language Models,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-2537,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 58202-58245 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Advances in Neural Information Processing Systems 36'
92,Gorilla: Large Language Model Connected with Massive APIs,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://proceedings.neurips.cc/paper_files/paper/2024/hash/e4c61f578ff07830f5c37378dd3ecb0d-Abstract-Conference.html,crossref:title,1.0,Gorilla: Large Language Model Connected with Massive APIs,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-4020,,openalex:title | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 126544-126565 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 37',OK_ARCHIVAL,
93,Interactive Natural Language Processing,Preprint/technical report,arXiv / survey-style paper,,openalex:title,1.0,Interactive Natural Language Processing,Synthesis lectures on human language technologies,book,2026,10.1007/978-3-032-06264-2,https://openalex.org/W7150168241,openalex:title | openalex:title | crossref:title,3,1,0,,openalex:title: location[journal]='Synthesis lectures on human language technologies' | openalex:title: DOI prefix 10.1007 (Springer),OK_PREPRINT,uncorroborated OpenAlex-only archival signal ignored pending manual verification: Synthesis lectures on human language technologies
